Title,Alternative Title,Description,Language,Display Note,Creator,Title Source,Resource Class,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Rights,Accrual Method,Date Accessioned,Access Rights
Snow Emergency Polk Tows [Minnesota--Minneapolis] {2016},Snow Emergency Polk Tows 2016,"This is the information about the number and location of tows during this snow emergency. Tow data will be retained for all Snow Emergencies in each snow season, until there is five full seasons of snow emergencies. Disclaimer: There is an expected address error rate of between 8 and 14 percent.Snow Emergency Tows - 2015/2016 Season #2 Polk (02/02/16 thru 02/04/16) Field Name Field Type Field Description Call Taken Text Date and time tag written Location Text Address X Coord Double X Coordinate - Geocode Y Coord. Double Y Coordinate - Geocode Day identifier Text Day of Snow Emergency ",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicWorks|Minneapolis|SnowEmergency|Tows|2016,2016-02-11,2016,2016-2016,Minnesota--Minneapolis|Minnesota,"-93.33,44.9,-93.21,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::snow-emergency-polk-tows-2016,https://opendata.minneapolismn.gov/api/download/v1/items/454f5f098931419da9f978aaa579b8fe/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Snow_Emergency_Polk_Tows_2016/FeatureServer/0,,454f5f098931419da9f978aaa579b8fe_0,https://hub.arcgis.com/datasets/454f5f098931419da9f978aaa579b8fe,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Public Works Street Pavement Mgmt [Minnesota--Minneapolis],Public Works Street Pavement Mgmt,"Describes a variety of factors for each street segment including its type, its condition, and when it was last resurfaced. The Public Works department prioritizes repaving based on several factors. For more questions about the pavement condition data, contactPublicWorksOpenData@minneapolismn.gov FIELD NAME OFT STREET_O_NAME STREET_F_NAME STREET_T_NAME NETWORK BRANCH SECTION PAVEMENT BASE CONST_YR RENOVATION_YR SEALCOAT_YR SEALCOAT_COUNT OVERLAY_YR PCI PCI_BRANCH_AVG LENGTH COMMENTS COMMENTS_2 INSPECTION_DATE REFNO_ALL ",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,opendata|PublicWorks|pavement|potholes,2015-06-03,Continually updated resource,,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::public-works-street-pavement-mgmt,https://opendata.minneapolismn.gov/api/download/v1/items/02bfab32c2ff40c1b5692f9ab816820f/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/PWStreetPavementMgmt/FeatureServer/0,,02bfab32c2ff40c1b5692f9ab816820f_0,https://hub.arcgis.com/datasets/02bfab32c2ff40c1b5692f9ab816820f,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Public Works Special Assessments [Minnesota--Minneapolis],Public Works Special Assessments,"Public Works special assessments to begin collection on 2015 property taxes.For more information on the special assessment process in Minneapolis, see theCity website.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,opendata|assessments|publicworks,2015-06-01,Continually updated resource,,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::public-works-special-assessments,https://opendata.minneapolismn.gov/api/download/v1/items/4a50dcb6da524b18b9fab49947d7a3fa/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/PW_SpecialAssessments/FeatureServer/0,,4a50dcb6da524b18b9fab49947d7a3fa_0,https://hub.arcgis.com/datasets/4a50dcb6da524b18b9fab49947d7a3fa,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Public 311 [Minnesota--Minneapolis] {2021},Public 311 2021,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,311|Minneapolis|OpenData,2022-02-11,2021,2021-2021,Minnesota--Minneapolis|Minnesota,"-93.35,0.0,14.88,5.08",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::public-311-2021,https://opendata.minneapolismn.gov/api/download/v1/items/bbb44faf9efa4a709c6e242a63044f85/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Public_311_2021/FeatureServer/0,,bbb44faf9efa4a709c6e242a63044f85_0,https://hub.arcgis.com/datasets/bbb44faf9efa4a709c6e242a63044f85,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Fires Confirmed [Minnesota--Minneapolis] {2021},Fires Confirmed 2021,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicSafety|Minneapolis|OpenData,2022-02-11,2021,2021-2021,Minnesota--Minneapolis|Minnesota,"-93.33,44.88,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::fires-confirmed-2021,https://opendata.minneapolismn.gov/api/download/v1/items/600f85cf471d4460a48095176b2401b1/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Confirmed_2021/FeatureServer/0,,600f85cf471d4460a48095176b2401b1_0,https://hub.arcgis.com/datasets/600f85cf471d4460a48095176b2401b1,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Fires Reported [Minnesota--Minneapolis] {2021},Fires Reported 2021,"The data set is refreshed on a daily basis by 10:45 PM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,PublicSafety|Minneapolis|OpenData,2022-02-11,2021,2021-2021,Minnesota--Minneapolis|Minnesota,"-93.39,44.88,-93.19,45.11",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::fires-reported-2021,https://opendata.minneapolismn.gov/api/download/v1/items/fdb9d5bb360541ffa718b43602586a64/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Fires_Reported_2021/FeatureServer/0,,fdb9d5bb360541ffa718b43602586a64_0,https://hub.arcgis.com/datasets/fdb9d5bb360541ffa718b43602586a64,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Minneapolis Police Precincts [Minnesota--Minneapolis],Minneapolis Police Precincts,The City ofMinneapolis Police Department Precincts. For questions about this data please contactPoliceOpenData@minneapolismn.gov,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|PolicePrecincts|MPD|Police|Boundary|PublicSafety,2016-06-08,Continually updated resource,,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.19,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::minneapolis-police-precincts,https://opendata.minneapolismn.gov/api/download/v1/items/02ab4e12be434fee9d266531f563a6e8/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Police_Precincts/FeatureServer/0,,02ab4e12be434fee9d266531f563a6e8_0,https://hub.arcgis.com/datasets/02ab4e12be434fee9d266531f563a6e8,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Damaged Properties (Public) [Minnesota--Minneapolis],Damaged Properties (Public),"Feature Layer dataset showing damaged properties due to the civil unrest that occurred in the City of Minneapolis during the week of May 25 - May 29, 2020.FAQ'sWhy was the data compiled?  To get a clear understanding of the extent of damage to the City as well as to begin the recovery process. How was the data collected?  Several teams were sent out and used grid maps to travel every street within the City Boundary. Teams used an application where they assigned a level of damage to buildings to pin point them. What do the different levels mean?  Affected: Affected: (0-25%): Habitable, Cosmetic damage to roof or siding, Damage to landscape and trees (no impact to access), Wet basement w/no damage, Cosmetic damage only  Minor: (25-50%): Uninhabitable, ≤18"" of water in living spaces, Damage to mechanical components, Non-structural damage to roof, Chimney damage, Non-structural damage to interior/exterior components, Multiple vertical cracks in Foundation, Damage/contamination to well and septic systems, Skirting, HVAC, and non-structural components have been impacted  Major: (50-75%): Uninhabitable, >18"" of water in living spaces, Any water on main floor w/water filled basement, Failure or partial failure of foundation, Failure or partial failure of roof or exterior walls, Failure or partial failure of structural elements of walls, Water in the floor system, Foundation damage or displacement  Destroyed: (>75%): Uninhabitable, Failure of ≥2 structural components, Threat of destruction, Frame is compromised-MH, Roof system is missing",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|DamageAssessment,2020-06-12,Continually updated resource,,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::damaged-properties-public,https://opendata.minneapolismn.gov/api/download/v1/items/7c294878f9634918950e82d3cd5d057b/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/DamagedProperties/FeatureServer/0,,7c294878f9634918950e82d3cd5d057b_0,https://hub.arcgis.com/datasets/7c294878f9634918950e82d3cd5d057b,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
Shots Fired [Minnesota--Minneapolis],Shots Fired,"The data set is refreshed on a daily basis by 9:30 AM. The website will reflect the last time the data set was updated and the total count of rows. The grid on the ""Data"" tab will display the up to date data. However, in certain situations there is a delay in the refresh of the downloadable data file. Sometimes the downloadable file does not reflect the updates to the data in the portal. After a delay (duration has been variable; up to 30 minutes), the file will be updated on the server and then downloads will include the updated data.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,Minneapolis|OpenData|Police|PublicSafety,2018-10-17,Continually updated resource,,Minnesota--Minneapolis|Minnesota,"-93.33,44.89,-93.2,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::shots-fired,https://opendata.minneapolismn.gov/api/download/v1/items/f9ae3bef2ccd4792b1835e2744de017f/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/Shots_Fired/FeatureServer/0,,f9ae3bef2ccd4792b1835e2744de017f_0,https://hub.arcgis.com/datasets/f9ae3bef2ccd4792b1835e2744de017f,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
CCS Permits [Minnesota--Minneapolis],CCS Permits,"Display - This is the address of the property, the permit was issued for APN - The Assessor's Parcel Number (APN) is a unique number assigned by the Assessor to each parcel of land in the County. Longitude - The Longitudinal axis point for the permit's property address. This is for mapping Latitude - The Latitudinal axis point for the permit's property address. This is for mapping Neighborhood Desc- The City neighborhood the permit's property is located Wards - The City ward that the permit's property is located ApplicantName - The name of the contractor/ owner who pulled the permit for the property PermitNumber - The system generated permit number for the properties specific permit. Each permit number is unique DwellingUnitNew - the number of residential units added to the city with the issuing of permit DwellingUnitEliminated - the number of residential units eliminated in the city with the issuing of permit PermitType - The type of work/trade the permit is approving OccupancyType - The type of residence the permit has been pulled for (SFD- Single Family Dwelling, TFD - two family dwelling/ three family dwelling) WorkType - defines what type of work the permit approves within the chosen trade Status - shows where in the life cycle of the permit it is. (Review, fees, issued, closed/canceled) Milestone - Milestone is the more specific step the permit is at within a given status Value - The total value of the permit, derived from the submitted scope of work Totalfees - the cost of the permit type, City Fees, Taxes that combine to the total fee Comments - this is the scope of work that was submitted with the permit. It tells you what the requested work to be approved is IssueDate - this is the date the permit has passed reviews, and the fees have been paid. Once the fees are paid, the permit is issued and work can begin CompleteDate - the date the final inspection has been completed and passed. The permit will automatically move to closed status FullName - the name of the property owner where the permit was pulled ApplicantAddress - the address of the permit applicant ApplicantCity - the City of the applicant The construction permits are separated by Permit Types. The Different trades and their types are: Building Permits: Res - These will be the single and two family dwellings or condos. The permits can be anything from a new residence built up from the foundation to new windows/doors. Commercial - This will be work for commercial use properties. Examples are apartment buildings, schools, office spaces. Site - This is footing and foundation work on commercial projects Wrecking - This is the permit needed to demolish a building in the City. Plumbing Permits: Plumbing - These permits are for installation or alteration of plumbing systems. This is anywhere from pipes to meter moves Mechanical Permits: Mechanical - this is for installation or alteration of mechanical systems. This is anywhere from replacing a furnace to vents. ",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",MapIT Minneapolis,Minnesota--Minneapolis,Datasets|Web services,Vector data,CCS|Minneapolis|OpenData|Permits,2021-06-02,Continually updated resource,,Minnesota--Minneapolis|Minnesota,"-93.33,0.0,0.0,45.05",Shapefile,https://opendata.minneapolismn.gov/maps/cityoflakes::ccs-permits,https://opendata.minneapolismn.gov/api/download/v1/items/91d7cc54f31a45b0982fca5117f16a0f/shapefile,,https://services.arcgis.com/afSMGVsC7QlRK1kZ/arcgis/rest/services/CCS_Permits/FeatureServer/0,,91d7cc54f31a45b0982fca5117f16a0f_0,https://hub.arcgis.com/datasets/91d7cc54f31a45b0982fca5117f16a0f,Open Data Minneapolis,05c-01,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-01,http://creativecommons.org/publicdomain/zero/1.0,ArcGIS Hub,2024-05-18,Public
